time_ms,throttle,pitch,roll,yaw,m1,m2,m3,m4
175644,1498,-3.91,3.18,0.26,1000,1000,1000,1000
175781,1498,-3.9,3.18,0.18,1000,1000,1000,1000
175901,1498,-3.87,3.16,0.22,1000,1000,1000,1000
176016,1498,-3.87,3.15,0.27,1000,1000,1000,1000
176123,1498,-3.87,3.17,0.14,1000,1000,1000,1000
176240,1498,-3.87,3.18,0.32,1000,1000,1000,1000
176353,1498,-3.87,3.18,0.24,1000,1000,1000,1000
176460,1498,-3.87,3.16,0.4,1000,1000,1000,1000
176576,1498,-3.87,3.17,0.26,1000,1000,1000,1000
176713,1498,-3.9,3.17,0.23,1000,1000,1000,1000
176828,1498,-3.91,3.16,-0.02,1000,1000,1000,1000
176965,1499,-3.88,3.19,0.31,1000,1000,1000,1000
177103,1498,-3.89,3.16,0.17,1000,1000,1000,1000
177243,1498,-3.89,3.16,0.13,1000,1000,1000,1000
177374,1498,-3.86,3.15,0.19,1000,1000,1000,1000
177511,1498,-3.88,3.17,0.23,1000,1000,1000,1000
177629,1498,-3.88,3.18,0.04,1000,1000,1000,1000
177763,1498,-3.84,3.15,0.22,1000,1000,1000,1000
177882,1498,-3.87,3.15,0.11,1000,1000,1000,1000
178015,1498,-3.87,3.15,0.19,1000,1000,1000,1000
178172,1498,-3.87,3.16,0.0,1000,1000,1000,1000
178289,1498,-3.9,3.19,0.24,1000,1000,1000,1000
178404,1498,-3.87,3.19,0.16,1000,1000,1000,1000
178539,1498,-3.86,3.18,0.37,1000,1000,1000,1000
178678,1498,-3.86,3.17,0.37,1000,1000,1000,1000
178816,1498,-3.86,3.19,0.27,1000,1000,1000,1000
178953,1498,-3.87,3.2,0.26,1000,1000,1000,1000
179089,1499,-3.88,3.17,0.19,1000,1000,1000,1000
179224,1498,-3.89,3.16,0.08,1000,1000,1000,1000
179362,1498,-3.88,3.13,0.25,1000,1000,1000,1000
179477,1498,-3.88,3.21,0.22,1000,1000,1000,1000
179588,1499,-3.91,3.21,0.15,1000,1000,1000,1000
179728,1498,-3.92,3.2,0.07,1000,1000,1000,1000
179905,1499,-3.9,3.18,0.24,1000,1000,1000,1000
180045,1498,-3.91,3.17,0.21,1000,1000,1000,1000
180156,1498,-3.9,3.16,0.21,1000,1000,1000,1000
180291,1498,-3.85,3.16,0.08,1000,1000,1000,1000
180404,1499,-3.85,3.18,0.18,1000,1000,1000,1000
180519,1498,-3.87,3.15,0.27,1000,1000,1000,1000
180656,1498,-3.86,3.14,0.26,1000,1000,1000,1000
180793,1498,-3.88,3.14,0.19,1000,1000,1000,1000
180931,1498,-3.88,3.15,0.21,1000,1000,1000,1000
181070,1498,-3.91,3.15,0.15,1000,1000,1000,1000
181251,1498,-3.88,3.16,0.28,1000,1000,1000,1000
181412,1498,-3.89,3.15,0.25,1000,1000,1000,1000
181525,1499,-3.87,3.17,0.22,1000,1000,1000,1000
181660,1498,-3.87,3.18,0.15,1000,1000,1000,1000
181802,1498,-3.9,3.22,0.2,1000,1000,1000,1000
181914,1498,-3.89,3.19,0.12,1000,1000,1000,1000
182029,1498,-3.87,3.18,0.27,1000,1000,1000,1000
182166,1498,-3.87,3.18,0.14,1000,1000,1000,1000
182304,1498,-3.91,3.14,0.18,1000,1000,1000,1000
182440,1498,-3.88,3.17,0.28,1000,1000,1000,1000
182577,1499,-3.87,3.15,0.13,1000,1000,1000,1000
182713,1498,-3.89,3.16,0.08,1000,1000,1000,1000
182893,1498,-3.89,3.18,0.29,1000,1000,1000,1000
183034,1498,-3.88,3.17,0.15,1000,1000,1000,1000
183172,1498,-3.87,3.17,0.21,1000,1000,1000,1000
183305,1498,-3.88,3.16,0.17,1000,1000,1000,1000
183443,1498,-3.89,3.16,0.27,1000,1000,1000,1000
183578,1498,-3.9,3.17,0.33,1000,1000,1000,1000
183717,1498,-3.87,3.17,0.19,1000,1000,1000,1000
183854,1498,-3.86,3.16,0.18,1000,1000,1000,1000
183986,1498,-3.89,3.15,0.11,1000,1000,1000,1000
184119,1498,-3.9,3.19,0.06,1000,1000,1000,1000
184230,1498,-3.89,3.16,0.34,1000,1000,1000,1000
184348,1498,-3.92,3.16,0.4,1000,1000,1000,1000
184459,1498,-3.9,3.16,0.19,1000,1000,1000,1000
184596,1498,-3.84,3.19,0.26,1000,1000,1000,1000
184730,1498,-3.88,3.16,0.31,1000,1000,1000,1000
184870,1498,-3.89,3.16,0.21,1000,1000,1000,1000
184982,1498,-3.9,3.17,0.05,1000,1000,1000,1000
185094,1499,-3.89,3.2,0.06,1000,1000,1000,1000
185190,1498,-3.89,3.22,0.15,1000,1000,1000,1000
185301,1498,-3.88,3.2,0.22,1000,1000,1000,1000
185413,1498,-3.84,3.2,0.12,1000,1000,1000,1000
185533,1498,-3.84,3.18,0.26,1000,1000,1000,1000
185666,1498,-3.88,3.18,0.05,1000,1000,1000,1000
185763,1498,-3.9,3.17,0.18,1000,1000,1000,1000
185868,1498,-3.91,3.18,0.18,1000,1000,1000,1000
185986,1498,-3.91,3.16,0.18,1000,1000,1000,1000
186093,1498,-3.91,3.16,0.3,1000,1000,1000,1000
186213,1498,-3.92,3.18,0.44,1000,1000,1000,1000
186350,1498,-3.92,3.16,0.15,1000,1000,1000,1000
186463,1498,-3.88,3.15,0.06,1000,1000,1000,1000
186645,1498,-3.89,3.19,0.18,1000,1000,1000,1000
186783,1498,-3.91,3.16,0.2,1000,1000,1000,1000
186921,1498,-3.89,3.16,0.24,1000,1000,1000,1000
187055,1498,-3.88,3.18,0.24,1000,1000,1000,1000
187168,1498,-3.9,3.18,0.23,1000,1000,1000,1000
187393,1498,-3.94,3.18,0.14,1000,1000,1000,1000
187510,1498,-3.91,3.18,0.21,1000,1000,1000,1000
187621,1499,-3.92,3.17,0.07,1000,1000,1000,1000
187755,1498,-3.89,3.16,0.29,1000,1000,1000,1000
187872,1498,-3.91,3.18,0.18,1000,1000,1000,1000
187983,1498,-3.81,3.05,0.57,1000,1000,1000,1000
188146,1498,-3.76,3.13,-0.18,1000,1000,1000,1000
188286,1498,-3.84,3.12,0.44,1000,1000,1000,1000
188469,1498,-3.88,3.13,0.27,1000,1000,1000,1000
188625,1498,-3.89,3.16,0.02,1000,1000,1000,1000
188833,1498,-3.88,3.14,0.51,1000,1000,1000,1000
188948,1498,-3.87,3.19,0.27,1000,1000,1000,1000
189079,1499,-3.88,3.16,0.18,1000,1000,1000,1000
189197,1498,-3.9,3.16,0.1,1000,1000,1000,1000
189310,1498,-3.89,3.16,0.11,1000,1000,1000,1000
189445,1498,-3.9,3.17,0.14,1000,1000,1000,1000
189561,1498,-3.92,3.17,0.05,1000,1000,1000,1000
189694,1498,-4.0,3.27,-0.14,1000,1000,1000,1000
189832,1498,-3.82,3.18,-0.03,1000,1000,1000,1000
189949,1498,-3.84,3.19,0.14,1000,1000,1000,1000
190083,1498,-3.87,3.18,0.17,1000,1000,1000,1000
190220,1498,-3.82,3.21,0.34,1000,1000,1000,1000
190350,1498,-3.84,3.13,0.43,1000,1000,1000,1000
190513,1498,-3.88,3.12,0.03,1000,1000,1000,1000
190625,1498,-3.87,3.14,0.63,1000,1000,1000,1000
190760,1498,-3.9,3.15,0.33,1000,1000,1000,1000
190922,1498,-3.71,3.08,0.21,1000,1000,1000,1000
191040,1499,-3.72,3.12,-0.02,1000,1000,1000,1000
191197,1499,-3.84,3.23,0.86,1000,1000,1000,1000
191358,1498,-3.86,3.21,0.21,1000,1000,1000,1000
191493,1498,-3.74,3.15,0.32,1000,1000,1000,1000
191604,1498,-3.82,3.13,-0.02,1000,1000,1000,1000
191722,1498,-3.89,3.2,-0.85,1000,1000,1000,1000
191829,1498,-3.9,3.0,0.4,1000,1000,1000,1000
192012,1498,-3.84,3.04,0.1,1000,1000,1000,1000
192124,1498,-3.76,3.13,-0.65,1000,1000,1000,1000
192257,1498,-3.89,3.01,0.33,1000,1000,1000,1000
192395,1498,-3.87,3.04,0.02,1000,1000,1000,1000
192502,1498,-3.89,3.11,-0.33,1000,1000,1000,1000
192683,1498,-3.92,3.04,0.36,1000,1000,1000,1000
192819,1498,-3.88,3.08,-0.03,1000,1000,1000,1000
192934,1498,-3.86,3.02,-0.4,1000,1000,1000,1000
193074,1498,-3.89,2.98,0.55,1000,1000,1000,1000
193211,1498,-3.89,3.05,0.37,1000,1000,1000,1000
193349,1498,-3.89,3.1,0.26,1000,1000,1000,1000
193530,1498,-3.89,3.04,0.04,1000,1000,1000,1000
193670,1498,-3.92,3.06,-0.07,1000,1000,1000,1000
193786,1498,-3.82,3.03,0.37,1000,1000,1000,1000
193922,1498,-3.83,3.03,0.1,1000,1000,1000,1000
194053,1498,-3.91,3.09,-0.01,1000,1000,1000,1000
194170,1498,-3.9,3.06,0.08,1000,1000,1000,1000
194304,1498,-3.85,2.93,-0.02,1000,1000,1000,1000
194447,1498,-3.92,3.0,0.2,1000,1000,1000,1000
194583,1498,-3.99,3.11,0.05,1000,1000,1000,1000
194697,1498,-3.78,3.02,0.42,1000,1000,1000,1000
194834,1498,-3.92,3.1,0.21,1000,1000,1000,1000
194968,1498,-3.95,3.09,0.27,1000,1000,1000,1000
195086,1498,-4.02,3.14,-0.11,1000,1000,1000,1000
195223,1498,-3.87,3.06,0.06,1000,1000,1000,1000
195361,1499,-3.86,3.05,0.52,1000,1000,1000,1000
195495,1498,-3.88,3.06,0.18,1000,1000,1000,1000
195632,1498,-3.92,3.06,0.15,1000,1000,1000,1000
195744,1498,-3.97,3.11,0.03,1000,1000,1000,1000
195877,1498,-3.89,3.07,-0.02,1000,1000,1000,1000
196015,1498,-3.91,3.08,0.37,1000,1000,1000,1000
196180,1499,-3.89,3.08,0.32,1000,1000,1000,1000
196315,1498,-3.84,3.04,-0.07,1000,1000,1000,1000
196428,1498,-3.86,3.16,-0.36,1000,1000,1000,1000
196610,1498,-3.89,3.24,0.44,1000,1000,1000,1000
196746,1498,-3.74,3.24,-1.95,1000,1000,1000,1000
196862,1498,-3.71,3.23,-0.37,1000,1000,1000,1000
197000,1498,-3.77,3.23,0.05,1000,1000,1000,1000
197135,1498,-3.83,3.21,-0.11,1000,1000,1000,1000
197275,1498,-3.81,3.23,0.07,1000,1000,1000,1000
197454,1498,-3.28,2.16,-0.23,1000,1000,1000,1000
197571,1498,-3.55,2.68,0.1,1000,1000,1000,1000
197705,1498,-3.79,2.96,0.37,1000,1000,1000,1000
197869,1498,-3.73,2.96,-1.63,1000,1000,1000,1000
198002,1498,-3.81,3.06,0.79,1000,1000,1000,1000
198116,1498,-3.85,3.12,0.3,1000,1000,1000,1000
198231,1498,-3.9,3.16,0.27,1000,1000,1000,1000
198365,1498,-4.05,3.26,-1.72,1000,1000,1000,1000
198499,1498,-3.89,3.28,0.5,1000,1000,1000,1000
198619,1498,-3.89,3.26,0.37,1000,1000,1000,1000
198728,1498,-3.87,3.25,0.25,1000,1000,1000,1000
198862,1498,-3.86,3.24,0.26,1000,1000,1000,1000
198980,1498,-3.69,3.19,-0.32,1000,1000,1000,1000
199115,1499,-3.59,0.84,4.19,1000,1000,1000,1000
199249,1498,-3.32,1.58,0.4,1000,1000,1000,1000
199388,1498,-3.61,2.53,0.31,1000,1000,1000,1000
199523,1498,-3.77,2.91,0.05,1000,1000,1000,1000
199640,1498,-3.86,3.03,0.44,1000,1000,1000,1000
199779,1498,-3.85,3.04,-0.08,1000,1000,1000,1000
199961,1499,-3.87,3.15,0.37,1000,1000,1000,1000
200074,1498,-3.86,3.2,-0.86,1000,1000,1000,1000
200190,1498,-3.89,3.19,-0.15,1000,1000,1000,1000
200326,1499,-3.93,3.18,0.14,1000,1000,1000,1000
200509,1498,-3.89,3.15,0.09,1000,1000,1000,1000
200624,1498,-3.91,3.15,0.18,1000,1000,1000,1000
200760,1498,-3.91,3.17,0.14,1000,1000,1000,1000
200876,1498,-3.9,3.15,0.15,1000,1000,1000,1000
201011,1498,-3.88,3.15,0.0,1000,1000,1000,1000
201128,1499,-3.91,3.16,0.28,1000,1000,1000,1000
201261,1498,-3.9,3.18,0.24,1000,1000,1000,1000
201377,1498,-3.91,3.16,0.17,1000,1000,1000,1000
201513,1498,-3.89,3.18,0.24,1000,1000,1000,1000
201688,1498,-3.92,3.22,0.11,1000,1000,1000,1000
201800,1498,-3.9,3.17,0.21,1000,1000,1000,1000
201920,1498,-3.94,3.18,0.22,1000,1000,1000,1000
202055,1498,-3.94,3.18,0.21,1000,1000,1000,1000
202186,1498,-3.93,3.19,0.35,1000,1000,1000,1000
202306,1498,-3.93,3.2,0.18,1000,1000,1000,1000
202441,1498,-3.86,3.17,0.17,1000,1000,1000,1000
202552,1498,-3.86,3.21,0.11,1000,1000,1000,1000
202670,1498,-3.88,3.2,0.11,1000,1000,1000,1000
202783,1498,-3.92,3.17,0.1,1000,1000,1000,1000
202919,1498,-3.9,3.18,0.17,1000,1000,1000,1000
203030,1498,-3.91,3.2,0.27,1000,1000,1000,1000
203141,1498,-3.91,3.19,0.11,1000,1000,1000,1000
203261,1498,-3.92,3.2,0.08,1000,1000,1000,1000
203419,1498,-3.93,3.19,0.27,1000,1000,1000,1000
203535,1498,-3.94,3.18,0.16,1000,1000,1000,1000
203648,1498,-3.92,3.16,0.18,1000,1000,1000,1000
203783,1498,-3.89,3.15,0.15,1000,1000,1000,1000
203923,1498,-3.85,3.16,0.11,1000,1000,1000,1000
204061,1498,-3.88,3.15,0.18,1000,1000,1000,1000
204197,1498,-3.93,3.16,0.06,1000,1000,1000,1000
204332,1499,-3.92,3.15,0.24,1000,1000,1000,1000
204447,1498,-3.89,3.16,0.28,1000,1000,1000,1000
204583,1498,-3.92,3.18,0.15,1000,1000,1000,1000
204723,1498,-3.94,3.16,0.37,1000,1000,1000,1000
204837,1498,-3.93,3.17,0.1,1000,1000,1000,1000
205011,1498,-3.94,3.16,0.26,1000,1000,1000,1000
205174,1498,-3.93,3.15,0.06,1000,1000,1000,1000
205314,1498,-3.91,3.16,0.14,1000,1000,1000,1000
205427,1498,-3.94,3.15,0.07,1000,1000,1000,1000
205538,1498,-3.9,3.16,0.4,1000,1000,1000,1000
205651,1498,-3.89,3.14,0.21,1000,1000,1000,1000
205787,1498,-3.89,3.18,0.34,1000,1000,1000,1000
205905,1498,-3.94,3.18,0.08,1000,1000,1000,1000
206043,1498,-3.89,3.19,0.26,1000,1000,1000,1000
206177,1498,-3.89,3.19,0.38,1000,1000,1000,1000
206314,1498,-3.92,3.17,0.23,1000,1000,1000,1000
206500,1498,-3.9,3.19,0.13,1000,1000,1000,1000
206638,1498,-3.89,3.19,0.18,1000,1000,1000,1000
206749,1498,-3.93,3.22,0.24,1000,1000,1000,1000
206868,1498,-3.93,3.19,0.17,1000,1000,1000,1000
206976,1498,-3.9,3.17,0.3,1000,1000,1000,1000
207109,1498,-3.87,3.2,0.24,1000,1000,1000,1000
207246,1498,-3.84,3.13,0.21,1000,1000,1000,1000
207409,1498,-3.88,3.16,0.21,1000,1000,1000,1000
207545,1498,-3.87,3.17,0.09,1000,1000,1000,1000
207662,1498,-3.86,3.18,0.18,1000,1000,1000,1000
207799,1498,-3.85,3.2,0.18,1000,1000,1000,1000
207933,1498,-3.87,3.19,0.14,1000,1000,1000,1000
208048,1498,-3.89,3.2,0.16,1000,1000,1000,1000
208185,1498,-3.9,3.19,0.17,1000,1000,1000,1000
208301,1499,-3.92,3.16,0.28,1000,1000,1000,1000
208435,1499,-3.91,3.16,0.25,1000,1000,1000,1000
208574,1498,-3.91,3.16,0.03,1000,1000,1000,1000
208714,1498,-3.9,3.16,0.21,1000,1000,1000,1000
208849,1498,-3.94,3.17,0.14,1000,1000,1000,1000
208981,1498,-3.9,3.2,0.17,1000,1000,1000,1000
209119,1498,-3.93,3.2,-0.04,1000,1000,1000,1000
209236,1498,-3.87,3.2,-0.02,1000,1000,1000,1000
209350,1499,-3.91,3.14,0.19,1000,1000,1000,1000
209465,1498,-3.88,3.18,0.11,1000,1000,1000,1000
209598,1498,-3.91,3.15,0.18,1000,1000,1000,1000
209710,1498,-3.93,3.16,0.08,1000,1000,1000,1000
209824,1498,-3.89,3.18,0.12,1000,1000,1000,1000
209985,1499,-3.92,3.18,0.36,1000,1000,1000,1000
210122,1498,-3.93,3.19,0.01,1000,1000,1000,1000
210256,1498,-3.91,3.17,0.25,1000,1000,1000,1000
210393,1498,-3.93,3.16,0.36,1000,1000,1000,1000
210505,1498,-3.91,3.16,0.28,1000,1000,1000,1000
210645,1498,-3.92,3.17,0.27,1000,1000,1000,1000
210757,1498,-3.93,3.16,0.13,1000,1000,1000,1000
210872,1498,-3.94,3.16,0.1,1000,1000,1000,1000
211012,1498,-3.89,3.14,0.18,1000,1000,1000,1000
211144,1498,-3.9,3.16,0.11,1000,1000,1000,1000
211257,1498,-3.9,3.17,0.15,1000,1000,1000,1000
211395,1498,-3.88,3.18,0.27,1000,1000,1000,1000
211575,1498,-3.88,3.16,0.27,1000,1000,1000,1000
211689,1498,-3.9,3.17,0.11,1000,1000,1000,1000
211826,1498,-3.89,3.18,0.24,1000,1000,1000,1000
211937,1498,-3.91,3.18,0.07,1000,1000,1000,1000
212055,1498,-3.91,3.17,0.05,1000,1000,1000,1000
212190,1498,-3.92,3.18,0.16,1000,1000,1000,1000
212307,1498,-3.91,3.18,0.26,1000,1000,1000,1000
212441,1498,-3.92,3.16,0.09,1000,1000,1000,1000
212579,1498,-3.9,3.15,0.18,1000,1000,1000,1000
212692,1498,-3.9,3.15,0.13,1000,1000,1000,1000
212831,1498,-3.93,3.15,0.18,1000,1000,1000,1000
212962,1498,-3.93,3.15,0.19,1000,1000,1000,1000
213098,1498,-3.88,3.16,0.04,1000,1000,1000,1000
213214,1498,-3.87,3.16,0.21,1000,1000,1000,1000
213375,1498,-3.9,3.17,0.09,1000,1000,1000,1000
213490,1498,-3.9,3.18,0.19,1000,1000,1000,1000
213628,1498,-3.91,3.18,0.2,1000,1000,1000,1000
213766,1498,-3.89,3.17,0.18,1000,1000,1000,1000
213881,1498,-3.89,3.16,0.21,1000,1000,1000,1000
214011,1498,-3.9,3.17,-0.01,1000,1000,1000,1000
214146,1498,-3.92,3.15,0.05,1000,1000,1000,1000
214280,1498,-3.91,3.15,0.19,1000,1000,1000,1000
214441,1499,-3.86,3.15,0.27,1000,1000,1000,1000
214578,1498,-3.86,3.17,0.15,1000,1000,1000,1000
214695,1498,-3.91,3.17,0.17,1000,1000,1000,1000
214830,1498,-3.92,3.17,0.32,1000,1000,1000,1000
214965,1498,-3.9,3.17,0.31,1000,1000,1000,1000
215104,1499,-3.91,3.16,0.25,1000,1000,1000,1000
215216,1498,-3.91,3.16,0.19,1000,1000,1000,1000
215351,1498,-3.93,3.15,0.18,1000,1000,1000,1000
215484,1498,-3.95,3.17,0.2,1000,1000,1000,1000
215603,1498,-3.93,3.21,0.18,1000,1000,1000,1000
215737,1498,-3.89,3.19,0.23,1000,1000,1000,1000
215852,1498,-3.88,3.18,0.1,1000,1000,1000,1000
215966,1498,-3.86,3.14,0.18,1000,1000,1000,1000
216149,1498,-3.87,3.16,0.24,1000,1000,1000,1000
216286,1498,-3.9,3.18,0.11,1000,1000,1000,1000
216420,1499,-3.9,3.2,0.08,1000,1000,1000,1000
216535,1498,-3.91,3.17,0.17,1000,1000,1000,1000
216644,1498,-3.94,3.2,0.27,1000,1000,1000,1000
216756,1499,-3.94,3.17,0.08,1000,1000,1000,1000
216891,1498,-3.89,3.16,0.18,1000,1000,1000,1000
217011,1498,-3.91,3.2,0.37,1000,1000,1000,1000
217146,1498,-3.89,3.21,0.23,1000,1000,1000,1000
217278,1498,-3.85,3.2,0.21,1000,1000,1000,1000
217395,1498,-3.89,3.21,0.32,1000,1000,1000,1000
217508,1498,-3.87,3.21,0.2,1000,1000,1000,1000
217644,1498,-3.9,3.16,0.31,1000,1000,1000,1000
217784,1498,-3.9,3.13,0.33,1000,1000,1000,1000
217898,1498,-3.91,3.18,0.26,1000,1000,1000,1000
218009,1498,-3.89,3.15,0.21,1000,1000,1000,1000
218125,1499,-3.92,3.17,0.21,1000,1000,1000,1000
218238,1498,-3.91,3.13,0.09,1000,1000,1000,1000
218354,1498,-3.89,3.14,0.39,1000,1000,1000,1000
218491,1498,-3.92,3.18,0.15,1000,1000,1000,1000
218648,1498,-3.94,3.17,0.04,1000,1000,1000,1000
218763,1498,-3.95,3.19,0.24,1000,1000,1000,1000
218900,1498,-3.92,3.2,0.21,1000,1000,1000,1000
219034,1498,-3.9,3.2,0.16,1000,1000,1000,1000
219147,1498,-3.87,3.17,0.2,1000,1000,1000,1000
219287,1498,-3.87,3.19,0.15,1000,1000,1000,1000
219423,1498,-3.89,3.17,0.15,1000,1000,1000,1000
219560,1498,-3.89,3.18,0.21,1000,1000,1000,1000
219698,1498,-3.86,3.18,0.16,1000,1000,1000,1000
219832,1498,-3.88,3.18,0.22,1000,1000,1000,1000
219969,1498,-3.9,3.18,0.1,1000,1000,1000,1000
220109,1499,-3.91,3.16,0.19,1000,1000,1000,1000
220222,1498,-3.93,3.15,0.15,1000,1000,1000,1000
220355,1498,-3.92,3.16,0.21,1000,1000,1000,1000
220473,1498,-3.88,3.16,0.31,1000,1000,1000,1000
220611,1498,-3.94,3.12,0.24,1000,1000,1000,1000
220796,1499,-3.88,3.15,0.18,1000,1000,1000,1000
220911,1498,-3.91,3.14,0.17,1000,1000,1000,1000
221022,1498,-3.92,3.14,0.12,1000,1000,1000,1000
221135,1498,-3.9,3.15,0.23,1000,1000,1000,1000
221250,1498,-3.91,3.15,0.21,1000,1000,1000,1000
221386,1498,-3.96,3.15,0.19,1000,1000,1000,1000
221519,1498,-3.95,3.16,-0.11,1000,1000,1000,1000
221682,1498,-3.94,3.14,0.28,1000,1000,1000,1000
221797,1498,-3.88,3.14,0.04,1000,1000,1000,1000
221929,1498,-3.88,3.17,0.23,1000,1000,1000,1000
222069,1498,-3.86,3.22,0.23,1000,1000,1000,1000
222224,1499,-3.88,3.2,0.07,1000,1000,1000,1000
222342,1498,-3.86,3.18,0.17,1000,1000,1000,1000
222472,1498,-3.9,3.17,0.19,1000,1000,1000,1000
222589,1498,-3.93,3.18,0.23,1000,1000,1000,1000
222707,1499,-3.91,3.18,0.22,1000,1000,1000,1000
222817,1498,-3.91,3.22,0.18,1000,1000,1000,1000
222956,1498,-3.89,3.17,0.24,1000,1000,1000,1000
223139,1499,-3.91,3.14,0.21,1000,1000,1000,1000
223248,1498,-3.88,3.16,0.19,1000,1000,1000,1000
223365,1498,-3.87,3.17,0.4,1000,1000,1000,1000
223478,1498,-3.89,3.18,0.17,1000,1000,1000,1000
223590,1498,-3.88,3.16,0.1,1000,1000,1000,1000
223728,1498,-3.88,3.16,0.15,1000,1000,1000,1000
223868,1498,-3.88,3.17,0.07,1000,1000,1000,1000
223983,1498,-3.92,3.15,0.27,1000,1000,1000,1000
224120,1498,-3.94,3.18,0.34,1000,1000,1000,1000
224236,1498,-3.91,3.2,0.19,1000,1000,1000,1000
224349,1498,-3.89,3.2,0.21,1000,1000,1000,1000
224500,1498,-3.9,3.17,0.16,1000,1000,1000,1000
224637,1498,-3.94,3.16,0.26,1000,1000,1000,1000
224748,1498,-3.91,3.18,0.08,1000,1000,1000,1000
224882,1498,-3.88,3.17,0.27,1000,1000,1000,1000
224997,1498,-3.88,3.18,0.39,1000,1000,1000,1000
225133,1498,-3.87,3.19,0.26,1000,1000,1000,1000
225268,1498,-3.91,3.19,0.09,1000,1000,1000,1000
225382,1498,-3.91,3.17,0.22,1000,1000,1000,1000
225520,1498,-3.87,3.15,0.16,1000,1000,1000,1000
225700,1498,-3.87,3.15,0.2,1000,1000,1000,1000
225838,1498,-3.88,3.17,0.18,1000,1000,1000,1000
226021,1498,-3.9,3.18,0.12,1000,1000,1000,1000
226132,1498,-3.9,3.18,0.22,1000,1000,1000,1000
226266,1498,-3.91,3.17,0.21,1000,1000,1000,1000
226382,1498,-3.87,3.16,0.24,1000,1000,1000,1000
226499,1498,-3.88,3.19,0.18,1000,1000,1000,1000
226655,1498,-3.86,3.17,0.2,1000,1000,1000,1000
226816,1498,-3.88,3.17,-0.02,1000,1000,1000,1000
226955,1498,-3.86,3.17,0.06,1000,1000,1000,1000
227071,1498,-3.87,3.17,0.14,1000,1000,1000,1000
227187,1498,-3.87,3.2,0.15,1000,1000,1000,1000
227320,1498,-3.87,3.19,0.18,1000,1000,1000,1000
227504,1498,-3.89,3.17,0.12,1000,1000,1000,1000
227644,1498,-3.86,3.17,0.1,1000,1000,1000,1000
227800,1499,-3.9,3.17,0.14,1000,1000,1000,1000
227934,1498,-3.91,3.14,0.21,1000,1000,1000,1000
228051,1498,-3.92,3.16,0.11,1000,1000,1000,1000
228167,1498,-3.92,3.16,0.24,1000,1000,1000,1000
228304,1498,-3.9,3.16,0.12,1000,1000,1000,1000
228440,1498,-3.91,3.16,-0.19,1000,1000,1000,1000
228580,1498,-3.93,3.16,0.13,1000,1000,1000,1000
228709,1498,-3.88,3.16,0.16,1000,1000,1000,1000
228847,1498,-3.87,3.16,0.24,1000,1000,1000,1000
229030,1498,-3.9,3.18,0.24,1000,1000,1000,1000
229148,1498,-3.86,3.17,0.13,1000,1000,1000,1000
229261,1498,-3.9,3.15,0.24,1000,1000,1000,1000
229393,1498,-3.9,3.14,0.21,1000,1000,1000,1000
229556,1498,-3.92,3.16,0.22,1000,1000,1000,1000
229691,1498,-3.89,3.15,0.13,1000,1000,1000,1000
229808,1498,-3.89,3.19,0.19,1000,1000,1000,1000
229985,1498,-3.86,3.17,0.03,1000,1000,1000,1000
230122,1498,-3.89,3.18,0.26,1000,1000,1000,1000
230259,1498,-3.93,3.16,0.3,1000,1000,1000,1000
230396,1498,-3.9,3.2,0.19,1000,1000,1000,1000
230536,1498,-3.88,3.17,0.25,1000,1000,1000,1000
230673,1498,-3.89,3.17,0.34,1000,1000,1000,1000
230811,1498,-3.87,3.16,0.15,1000,1000,1000,1000
230970,1498,-3.89,3.16,0.17,1000,1000,1000,1000
231108,1498,-3.86,3.19,0.32,1000,1000,1000,1000
231223,1498,-3.86,3.19,0.26,1000,1000,1000,1000
231334,1498,-3.87,3.18,0.26,1000,1000,1000,1000
231521,1498,-3.87,3.15,0.24,1000,1000,1000,1000
231635,1498,-3.88,3.15,0.11,1000,1000,1000,1000
231772,1498,-3.89,3.19,0.31,1000,1000,1000,1000
231910,1498,-3.9,3.18,0.1,1000,1000,1000,1000
232043,1498,-3.94,3.17,0.12,1000,1000,1000,1000
232159,1498,-3.93,3.17,0.32,1000,1000,1000,1000
232295,1498,-3.89,3.17,0.27,1000,1000,1000,1000
232426,1498,-3.86,3.17,0.21,1000,1000,1000,1000
232543,1498,-3.88,3.21,0.07,1000,1000,1000,1000
232681,1499,-3.91,3.18,0.13,1000,1000,1000,1000
232792,1498,-3.93,3.16,0.17,1000,1000,1000,1000
232953,1499,-3.9,3.18,0.28,1000,1000,1000,1000
233111,1498,-3.93,3.17,0.26,1000,1000,1000,1000
233243,1498,-3.9,3.15,0.29,1000,1000,1000,1000
233382,1499,-3.86,3.15,0.29,1000,1000,1000,1000
233614,1498,-3.87,3.16,0.26,1000,1000,1000,1000
233745,1498,-3.88,3.2,0.12,1000,1000,1000,1000
233861,1498,-3.87,3.15,0.05,1000,1000,1000,1000
233994,1498,-3.87,3.16,0.11,1000,1000,1000,1000
234112,1498,-3.86,3.16,0.1,1000,1000,1000,1000
234250,1498,-3.9,3.17,0.16,1000,1000,1000,1000
234384,1498,-3.91,3.22,0.25,1000,1000,1000,1000
234519,1498,-3.92,3.21,0.21,1000,1000,1000,1000
234655,1498,-3.88,3.21,0.09,1000,1000,1000,1000
234773,1498,-3.91,3.19,0.21,1000,1000,1000,1000
234884,1498,-3.88,3.17,0.15,1000,1000,1000,1000
